"Date & Time","Comment","Sample ID","Sample Type","pH","PO2","PCO2","Gln","Glu","Gluc","Lac","NH4+","Na+","K+","Ca++","Osm","Pre-Dilution Multiplier","Vessel ID","Batch ID","Cell Type","Vessel Temperature (°C)","Vessel Pressure (psi)","Sparging O2%","pH @ Temp","PO2 @ Temp","PCO2 @ Temp","O2 Saturation","CO2 Saturation","HCO3","pH / Gas Flow Time","Chemistry Flow Time","Chemistry Dilution Ratio","Tray Location","Chemistry Cartridge Lot Number","Chemistry Card Lot Number","Gas Cartridge Lot Number","Gas Card Lot Number","Time In Tray","Sample Time","Operator"11/29/2023  1:20:22 PM,,Testpbs-95,Chemistry only,,,,,,,,,,,,,1.0,D10,FRESH,,37.0,0.0,20.9,,,,,,,,,1:1,,23293018.0,23268020.0,23237041.0,23216003.0,,11/29/2023  1:20:22 PM,novaservice
12/13/2023  2:32:33 PM,,CC1--5,Chemistry only,,,,0.01,0.75,1.7,2.07,2.84,153.5,5.67,1.34,,1.0,,,,37.0,0.0,20.9,,,,,,,,6.69,1:1,A6,23293018,23268020,23237041,23216003,30:00,12/13/2023  2:32:33 PM,novaservice
12/13/2023  2:34:48 PM,,CC1--6,Chemistry only,,,,0.12,0.77,1.44,2.18,2.84,152.7,5.64,1.38,,1.0,,,,37.0,0.0,20.9,,,,,,,,6.45,1:1,A7,23293018,23268020,23237041,23216003,32:14,12/13/2023  2:34:48 PM,novaservice
12/13/2023  2:36:50 PM,,CC1--7,Chemistry only,,,,0.01,0.72,0.86,2.63,3.01,156.2,5.78,1.4,,1.0,,,,37.0,0.0,20.9,,,,,,,,6.69,1:1,A8,23293018,23268020,23237041,23216003,34:16,12/13/2023  2:36:50 PM,novaservice
12/13/2023  2:38:53 PM,,CC1--8,Chemistry only,,,,0.12,0.68,1.15,2.58,2.98,156.6,5.85,1.41,,1.0,,,,37.0,0.0,20.9,,,,,,,,6.65,1:1,A9,23293018,23268020,23237041,23216003,36:17,12/13/2023  2:38:53 PM,novaservice
12/13/2023  2:40:54 PM,,CC1--9,Chemistry only,,,,0.16,0.7,0.9,2.72,2.98,153.5,5.88,1.38,,1.0,,,,37.0,0.0,20.9,,,,,,,,6.6,1:1,A10,23293018,23268020,23237041,23216003,38:19,12/13/2023  2:40:54 PM,novaservice
12/13/2023  2:43:06 PM,,CC1--10,Chemistry only,,,,0.33,0.65,1.16,2.64,2.9,156.6,6.07,1.42,,1.0,,,,37.0,0.0,20.9,,,,,,,,6.69,1:1,A11,23293018,23268020,23237041,23216003,40:30,12/13/2023  2:43:06 PM,novaservice
12/13/2023  2:45:08 PM,,CC1--11,Chemistry only,,,,0.33,0.63,1.04,2.68,2.85,156.5,6.15,1.41,,1.0,,,,37.0,0.0,20.9,,,,,,,,6.76,1:1,A12,23293018,23268020,23237041,23216003,42:32,12/13/2023  2:45:08 PM,novaservice
12/13/2023  2:47:10 PM,,CC1--12,Chemistry only,,,,1.24,0.63,2.68,1.74,2.18,158.0,5.91,1.41,,1.0,,,,37.0,0.0,20.9,,,,,,,,6.7,1:1,B2,23293018,23268020,23237041,23216003,44:33,12/13/2023  2:47:10 PM,novaservice
12/13/2023  2:49:12 PM,,CC1--13,Chemistry only,,,,1.06,0.62,2.89,1.43,2.11,153.7,5.73,1.35,,1.0,,,,37.0,0.0,20.9,,,,,,,,6.62,1:1,B3,23293018,23268020,23237041,23216003,46:35,12/13/2023  2:49:12 PM,novaservice
12/13/2023  2:51:15 PM,,CC1--14,Chemistry only,,,,0.47,0.75,2.56,1.62,2.55,155.7,5.74,1.38,,1.0,,,,37.0,0.0,20.9,,,,,,,,6.68,1:1,B4,23293018,23268020,23237041,23216003,48:37,12/13/2023  2:51:15 PM,novaservice
12/13/2023  2:53:26 PM,,CC1--15,Chemistry only,,,,0.11,0.73,1.96,1.9,2.71,149.4,5.54,1.34,,1.0,,,,37.0,0.0,20.9,,,,,,,,6.75,1:1,B5,23293018,23268020,23237041,23216003,50:48,12/13/2023  2:53:26 PM,novaservice
12/13/2023  2:55:41 PM,,CC1--16,Chemistry only,,,,0.01,0.81,1.6,2.15,2.94,153.3,5.66,1.36,,1.0,,,,37.0,0.0,20.9,,,,,,,,6.7,1:1,B6,23293018,23268020,23237041,23216003,53:02,12/13/2023  2:55:41 PM,novaservice
12/13/2023  2:57:43 PM,,CC1--17,Chemistry only,,,,0.02,0.78,1.25,2.23,2.84,150.1,5.57,1.36,,1.0,,,,37.0,0.0,20.9,,,,,,,,6.7,1:1,B7,23293018,23268020,23237041,23216003,55:04,12/13/2023  2:57:43 PM,novaservice
12/13/2023  2:59:45 PM,,CC1--18,Chemistry only,,,,0.01,0.67,0.88,2.59,3.02,156.6,5.77,1.42,,1.0,,,,37.0,0.0,20.9,,,,,,,,6.57,1:1,B8,23293018,23268020,23237041,23216003,57:05,12/13/2023  2:59:45 PM,novaservice
12/13/2023  3:01:47 PM,,CC1--19,Chemistry only,,,,0.07,0.66,1.06,2.56,3.0,155.5,5.78,1.41,,1.0,,,,37.0,0.0,20.9,,,,,,,,6.65,1:1,B9,23293018,23268020,23237041,23216003,59:06,12/13/2023  3:01:47 PM,novaservice
12/13/2023  3:03:58 PM,,CC1--20,Chemistry only,,,,0.1,0.71,0.81,2.73,3.04,152.6,5.82,1.38,,1.0,,,,37.0,0.0,20.9,,,,,,,,6.59,1:1,B10,23293018,23268020,23237041,23216003,1:01:17,12/13/2023  3:03:58 PM,novaservice
12/13/2023  3:06:00 PM,,CC1--21,Chemistry only,,,,0.25,0.64,1.0,2.71,2.98,156.5,6.05,1.43,,1.0,,,,37.0,0.0,20.9,,,,,,,,6.6,1:1,B11,23293018,23268020,23237041,23216003,1:03:19,12/13/2023  3:06:00 PM,novaservice
12/13/2023  3:08:02 PM,,CC1--22,Chemistry only,,,,0.27,0.59,0.9,2.69,2.89,153.9,6.05,1.38,,1.0,,,,37.0,0.0,20.9,,,,,,,,6.73,1:1,B12,23293018,23268020,23237041,23216003,1:05:21,12/13/2023  3:08:02 PM,novaservice
12/13/2023  3:10:05 PM,,CC1--23,Chemistry only,,,,1.32,0.59,2.8,1.64,2.17,159.2,5.98,1.4,,1.0,,,,37.0,0.0,20.9,,,,,,,,6.61,1:1,C2,23293018,23268020,23237041,23216003,1:07:22,12/13/2023  3:10:05 PM,novaservice
12/13/2023  3:12:07 PM,,CC1--24,Chemistry only,,,,1.22,0.56,2.98,1.24,1.94,149.8,5.6,1.24,,1.0,,,,37.0,0.0,20.9,,,,,,,,6.7,1:1,C3,23293018,23268020,23237041,23216003,1:09:24,12/13/2023  3:12:07 PM,novaservice
12/13/2023  3:14:19 PM,,CC1--25,Chemistry only,,,,0.51,0.73,2.62,1.48,2.56,151.5,5.63,1.31,,1.0,,,,37.0,0.0,20.9,,,,,,,,6.7,1:1,C4,23293018,23268020,23237041,23216003,1:11:35,12/13/2023  3:14:19 PM,novaservice
12/13/2023  3:16:33 PM,,CC1--26,Chemistry only,,,,0.28,0.69,2.45,1.62,2.73,154.2,5.68,1.37,,1.0,,,,37.0,0.0,20.9,,,,,,,,6.48,1:1,C5,23293018,23268020,23237041,23216003,1:13:50,12/13/2023  3:16:33 PM,novaservice
12/13/2023  3:48:56 PM,,CC1--27,Chemistry only,,,,0.0,0.82,1.86,2.01,2.94,158.6,5.78,1.39,,1.0,,,,37.0,0.0,20.9,,,,,,,,6.71,1:1,C6,23293018,23268020,23237041,23216003,1:46:11,12/13/2023  3:48:56 PM,novaservice
12/13/2023  3:50:58 PM,,CC1--28,Chemistry only,,,,0.0,0.85,1.49,2.22,2.92,156.0,5.75,1.39,,1.0,,,,37.0,0.0,20.9,,,,,,,,6.64,1:1,C7,23293018,23268020,23237041,23216003,1:48:13,12/13/2023  3:50:58 PM,novaservice
12/13/2023  3:52:59 PM,,CC1--29,Chemistry only,,,,0.0,0.75,1.0,2.6,2.99,156.9,5.79,1.4,,1.0,,,,37.0,0.0,20.9,,,,,,,,6.68,1:1,C8,23293018,23268020,23237041,23216003,1:50:14,12/13/2023  3:52:59 PM,novaservice
12/13/2023  3:55:11 PM,,CC1--30,Chemistry only,,,,0.14,0.66,1.3,2.42,2.87,151.8,5.67,1.36,,1.0,,,,37.0,0.0,20.9,,,,,,,,6.59,1:1,C9,23293018,23268020,23237041,23216003,1:52:26,12/13/2023  3:55:11 PM,novaservice
12/13/2023  6:26:56 PM,,flstd231101,Chemistry only,,,,,,,,,,,,,1.0,FRIDGE_NEWCARD,,,37.0,0.0,20.9,,,,,,,,,1:1,18,23293018,23268020,23237041,23216003,1:03,12/13/2023  6:26:56 PM,novaservice
12/13/2023  6:29:36 PM,,flstd231101,Chemistry only,,,,3.71,2.27,4.09,0.0,2.16,154.4,4.28,0.07,,1.0,FRIDGE_NEWCARD,,,37.0,0.0,20.9,,,,,,,,6.71,1:1,1,23293018,23268020,23237041,23216003,0:05,12/13/2023  6:29:36 PM,novaservice
12/13/2023  6:33:48 PM,,flstd231101,Chemistry only,,,,3.95,2.28,4.07,0.0,1.9,154.1,4.27,0.06,,1.0,FREEZER_NEWCARD,,,37.0,0.0,20.9,,,,,,,,6.74,1:1,8,23293018,23268020,23237041,23216003,0:33,12/13/2023  6:33:48 PM,novaservice
12/13/2023  6:46:18 PM,,CC1-31,Chemistry only,,,,0.13,0.63,1.07,2.64,2.99,159.3,6.07,1.45,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.54,1:1,C10,23293018,23268020,23237041,23216003,1:58,12/13/2023  6:46:18 PM,novaservice
12/13/2023  6:48:20 PM,,CC1-32,Chemistry only,,,,0.25,0.58,1.36,2.51,2.82,160.8,6.18,1.5,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.46,1:1,C11,23293018,23268020,23237041,23216003,3:14,12/13/2023  6:48:20 PM,novaservice
12/13/2023  6:50:21 PM,,CC1-33,Chemistry only,,,,0.22,0.54,1.12,2.55,2.67,157.8,6.12,1.47,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.69,1:1,C12,23293018,23268020,23237041,23216003,5:15,12/13/2023  6:50:21 PM,novaservice
12/13/2023  6:52:23 PM,,CC1-34,Chemistry only,,,,1.28,0.58,2.85,1.62,2.0,160.7,6.04,1.49,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.73,1:1,D2,23293018,23268020,23237041,23216003,7:16,12/13/2023  6:52:23 PM,novaservice
12/13/2023  6:54:26 PM,,CC1-35,Chemistry only,,,,1.12,0.49,2.88,1.07,1.79,141.6,5.36,1.45,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.55,1:1,D3,23293018,23268020,23237041,23216003,9:19,12/13/2023  6:54:26 PM,novaservice
12/13/2023  6:56:38 PM,,CC1-36,Chemistry only,,,,0.48,0.67,2.65,1.4,2.23,150.7,5.55,1.41,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.46,1:1,D4,23293018,23268020,23237041,23216003,11:30,12/13/2023  6:56:38 PM,novaservice
12/13/2023  6:58:39 PM,,CC1-37,Chemistry only,,,,0.14,0.71,2.31,1.77,2.73,159.1,5.85,1.47,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.55,1:1,D5,23293018,23268020,23237041,23216003,13:31,12/13/2023  6:58:39 PM,novaservice
12/13/2023  7:00:54 PM,,CC1-38,Chemistry only,,,,0.0,0.79,1.77,2.02,2.87,156.4,5.77,1.43,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.69,1:1,D6,23293018,23268020,23237041,23216003,15:46,12/13/2023  7:00:54 PM,novaservice
12/13/2023  7:02:56 PM,,CC1-39,Chemistry only,,,,0.0,0.82,1.32,2.31,2.88,157.2,5.79,1.47,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.72,1:1,D7,23293018,23268020,23237041,23216003,17:48,12/13/2023  7:02:56 PM,novaservice
12/13/2023  7:04:58 PM,,CC1-40,Chemistry only,,,,0.0,0.73,0.87,2.68,2.98,159.2,5.9,1.48,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.62,1:1,D8,23293018,23268020,23237041,23216003,19:49,12/13/2023  7:04:58 PM,novaservice
12/13/2023  7:07:09 PM,,CC1-41,Chemistry only,,,,0.13,0.65,1.22,2.5,2.88,155.5,5.81,1.45,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.73,1:1,D9,23293018,23268020,23237041,23216003,22:00,12/13/2023  7:07:09 PM,novaservice
12/13/2023  7:09:11 PM,,CC1-42,Chemistry only,,,,0.11,0.68,0.92,2.77,2.93,159.3,6.12,1.48,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.79,1:1,D10,23293018,23268020,23237041,23216003,24:01,12/13/2023  7:09:11 PM,novaservice
12/13/2023  7:11:13 PM,,CC1-43,Chemistry only,,,,0.28,0.55,1.3,2.53,2.76,159.6,6.16,1.49,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.7,1:1,D11,23293018,23268020,23237041,23216003,26:03,12/13/2023  7:11:13 PM,novaservice
12/13/2023  7:13:15 PM,,CC1-44,Chemistry only,,,,0.23,0.52,1.03,2.58,2.66,156.0,6.1,1.44,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.72,1:1,D12,23293018,23268020,23237041,23216003,28:05,12/13/2023  7:13:15 PM,novaservice
12/13/2023  7:15:17 PM,,CC1-45,Chemistry only,,,,1.06,0.82,2.78,2.1,2.14,167.2,5.58,0.83,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.73,1:1,E2,23293018,23268020,23237041,23216003,30:06,12/13/2023  7:15:17 PM,novaservice
12/13/2023  7:17:28 PM,,CC1-46,Chemistry only,,,,0.92,0.65,3.09,1.62,2.11,160.9,5.3,0.74,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.74,1:1,E3,23293018,23268020,23237041,23216003,32:17,12/13/2023  7:17:28 PM,novaservice
12/13/2023  7:24:02 PM,,CC1-47,Chemistry only,,,,0.05,0.89,2.3,2.23,2.78,161.8,5.28,0.72,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.69,1:1,E4,23293018,23268020,23237041,23216003,38:50,12/13/2023  7:24:02 PM,novaservice
12/13/2023  7:26:04 PM,,CC1-48,Chemistry only,,,,0.0,0.93,2.07,2.19,2.85,159.2,5.13,0.73,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.61,1:1,E5,23293018,23268020,23237041,23216003,40:39,12/13/2023  7:26:04 PM,novaservice
12/13/2023  7:28:15 PM,,CC1-49,Chemistry only,,,,0.0,0.83,1.66,2.5,2.94,157.2,5.09,0.72,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.58,1:1,E6,23293018,23268020,23237041,23216003,42:43,12/13/2023  7:28:15 PM,novaservice
12/13/2023  7:30:17 PM,,CC1-50,Chemistry only,,,,0.0,0.73,1.39,2.66,3.06,160.8,5.24,0.74,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.74,1:1,E7,23293018,23268020,23237041,23216003,44:44,12/13/2023  7:30:17 PM,novaservice
12/13/2023  7:32:19 PM,,CC1-51,Chemistry only,,,,0.0,0.62,1.18,2.7,3.06,158.9,5.23,0.73,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.54,1:1,E8,23293018,23268020,23237041,23216003,46:45,12/13/2023  7:32:19 PM,novaservice
12/13/2023  7:34:21 PM,,CC1-52,Chemistry only,,,,0.0,0.57,1.33,2.63,3.03,159.1,5.22,0.74,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.49,1:1,E9,23293018,23268020,23237041,23216003,48:46,12/13/2023  7:34:21 PM,novaservice
12/13/2023  7:36:23 PM,,CC1-53,Chemistry only,,,,0.0,0.62,0.97,2.8,3.05,160.5,5.3,0.72,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.7,1:1,E10,23293018,23268020,23237041,23216003,50:48,12/13/2023  7:36:23 PM,novaservice
12/13/2023  7:38:34 PM,,CC1-54,Chemistry only,,,,0.0,0.62,1.17,2.73,2.99,158.5,5.26,0.69,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.73,1:1,E11,23293018,23268020,23237041,23216003,52:58,12/13/2023  7:38:34 PM,novaservice
12/13/2023  7:40:36 PM,,CC1-55,Chemistry only,,,,0.03,0.63,1.06,2.85,2.9,160.9,5.42,0.71,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.68,1:1,E12,23293018,23268020,23237041,23216003,55:00,12/13/2023  7:40:36 PM,novaservice
12/13/2023  7:42:50 PM,,CC1-56,Chemistry only,,,,1.05,0.79,2.72,1.97,1.99,163.9,5.45,0.8,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.53,1:1,F2,23293018,23268020,23237041,23216003,57:13,12/13/2023  7:42:50 PM,novaservice
12/13/2023  7:44:53 PM,,CC1-57,Chemistry only,,,,0.97,0.64,3.09,1.6,2.06,164.3,5.43,0.76,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.67,1:1,F3,23293018,23268020,23237041,23216003,59:15,12/13/2023  7:44:53 PM,novaservice
12/13/2023  7:46:55 PM,,CC1-58,Chemistry only,,,,0.04,0.96,2.19,2.17,2.74,159.2,5.16,0.73,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.69,1:1,F4,23293018,23268020,23237041,23216003,1:01:17,12/13/2023  7:46:55 PM,novaservice
12/13/2023  7:49:07 PM,,CC1-59,Chemistry only,,,,0.0,0.92,2.04,2.22,2.83,159.2,5.14,0.73,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.58,1:1,F5,23293018,23268020,23237041,23216003,1:03:28,12/13/2023  7:49:07 PM,novaservice
12/13/2023  7:51:28 PM,,CC1-60,Chemistry only,,,,0.0,0.79,1.58,2.51,2.95,158.8,5.12,0.73,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.73,1:1,F6,23293018,23268020,23237041,23216003,1:05:49,12/13/2023  7:51:28 PM,novaservice
12/13/2023  7:53:48 PM,,CC1-61,Chemistry only,,,,0.0,0.7,1.29,2.66,3.05,158.7,5.18,0.73,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.59,1:1,F7,23293018,23268020,23237041,23216003,1:08:09,12/13/2023  7:53:48 PM,novaservice
12/13/2023  7:56:10 PM,,CC1-62,Chemistry only,,,,0.0,0.59,1.22,2.72,3.04,160.2,5.26,0.73,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.49,1:1,F8,23293018,23268020,23237041,23216003,1:10:30,12/13/2023  7:56:10 PM,novaservice
12/13/2023  7:58:31 PM,,CC1-63,Chemistry only,,,,0.0,0.55,1.34,2.6,2.96,159.5,5.21,0.73,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.52,1:1,F9,23293018,23268020,23237041,23216003,1:12:51,12/13/2023  7:58:31 PM,novaservice
12/13/2023  8:01:01 PM,,CC1-64,Chemistry only,,,,0.0,0.55,0.95,2.73,2.98,157.8,5.23,0.69,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.69,1:1,F10,23293018,23268020,23237041,23216003,1:15:20,12/13/2023  8:01:01 PM,novaservice
12/13/2023  8:03:35 PM,,CC1-65,Chemistry only,,,,0.0,0.56,1.2,2.71,3.03,159.5,5.31,0.7,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.56,1:1,F11,23293018,23268020,23237041,23216003,1:17:53,12/13/2023  8:03:35 PM,novaservice
12/13/2023  8:05:57 PM,,CC1-66,Chemistry only,,,,0.02,0.57,1.05,2.87,2.79,161.9,5.48,0.69,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.7,1:1,F12,23293018,23268020,23237041,23216003,1:20:15,12/13/2023  8:05:57 PM,novaservice
12/13/2023  8:08:18 PM,,CC1-67,Chemistry only,,,,2.71,0.13,4.28,0.09,0.78,153.2,5.9,1.37,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.68,1:1,G2,23293018,23268020,23237041,23216003,1:22:35,12/13/2023  8:08:18 PM,novaservice
12/13/2023  8:10:39 PM,,CC1-68,Chemistry only,,,,2.46,0.1,3.86,0.06,0.79,138.3,5.31,1.44,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.66,1:1,G3,23293018,23268020,23237041,23216003,1:24:56,12/13/2023  8:10:39 PM,novaservice
12/13/2023  8:13:11 PM,,CC1-69,Chemistry only,,,,2.75,0.11,4.29,0.06,0.84,154.1,5.96,1.42,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.46,1:1,G4,23293018,23268020,23237041,23216003,1:27:27,12/13/2023  8:13:11 PM,novaservice
12/13/2023  8:15:32 PM,,CC1-70,Chemistry only,,,,2.72,0.1,4.25,0.02,0.85,150.4,5.75,1.39,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.59,1:1,G5,23293018,23268020,23237041,23216003,1:29:48,12/13/2023  8:15:32 PM,novaservice
12/13/2023  8:17:54 PM,,CC1-71,Chemistry only,,,,2.64,0.12,4.15,0.06,0.83,151.6,5.91,1.43,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.47,1:1,G6,23293018,23268020,23237041,23216003,1:32:10,12/13/2023  8:17:54 PM,novaservice
12/13/2023  8:20:15 PM,,CC1-72,Chemistry only,,,,3.11,0.11,4.34,0.05,0.62,156.1,6.01,1.46,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.62,1:1,G7,23293018,23268020,23237041,23216003,1:34:30,12/13/2023  8:20:15 PM,novaservice
12/13/2023  8:22:37 PM,,CC1-73,Chemistry only,,,,3.04,0.11,4.29,0.04,0.64,155.7,6.0,1.48,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.68,1:1,G8,23293018,23268020,23237041,23216003,1:36:51,12/13/2023  8:22:37 PM,novaservice
12/13/2023  8:25:08 PM,,CC1-74,Chemistry only,,,,3.03,0.08,4.22,0.03,0.63,152.8,5.88,1.45,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.72,1:1,G9,23293018,23268020,23237041,23216003,1:39:22,12/13/2023  8:25:08 PM,novaservice
12/13/2023  8:27:29 PM,,CC1-75,Chemistry only,,,,3.07,0.13,4.29,0.07,0.61,157.8,6.15,1.51,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.53,1:1,G10,23293018,23268020,23237041,23216003,1:41:43,12/13/2023  8:27:29 PM,novaservice
12/13/2023  8:29:51 PM,,CC1-76,Chemistry only,,,,3.0,0.11,4.22,0.05,0.61,154.7,6.02,1.45,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.47,1:1,G11,23293018,23268020,23237041,23216003,1:44:04,12/13/2023  8:29:51 PM,novaservice
12/13/2023  8:32:12 PM,,CC1-77,Chemistry only,,,,3.01,0.12,4.24,0.07,0.58,154.0,6.04,1.54,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.71,1:1,G12,23293018,23268020,23237041,23216003,1:46:24,12/13/2023  8:32:12 PM,novaservice
12/13/2023  8:34:33 PM,,CC1-78,Chemistry only,,,,2.62,0.08,4.54,0.01,0.82,156.8,5.31,0.7,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.64,1:1,H2,23293018,23268020,23237041,23216003,1:48:45,12/13/2023  8:34:33 PM,novaservice
12/13/2023  8:37:04 PM,,CC1-79,Chemistry only,,,,2.63,0.08,4.55,0.02,0.83,156.7,5.33,0.73,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.56,1:1,H3,23293018,23268020,23237041,23216003,1:51:15,12/13/2023  8:37:04 PM,novaservice
12/13/2023  8:39:25 PM,,CC1-80,Chemistry only,,,,2.65,0.07,4.51,0.01,0.81,156.8,5.3,0.72,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.44,1:1,H4,23293018,23268020,23237041,23216003,1:53:36,12/13/2023  8:39:25 PM,novaservice
12/13/2023  8:41:46 PM,,CC1-81,Chemistry only,,,,2.63,0.07,4.54,0.01,0.83,157.5,5.32,0.71,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.57,1:1,H5,23293018,23268020,23237041,23216003,1:55:57,12/13/2023  8:41:46 PM,novaservice
12/13/2023  8:44:08 PM,,CC1-82,Chemistry only,,,,2.63,0.07,4.52,0.0,0.85,156.0,5.26,0.71,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.58,1:1,H6,23293018,23268020,23237041,23216003,1:58:18,12/13/2023  8:44:08 PM,novaservice
12/13/2023  8:46:42 PM,,CC1-83,Chemistry only,,,,2.63,0.08,4.54,0.01,0.83,156.2,5.29,0.7,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.63,1:1,H7,23293018,23268020,23237041,23216003,2:00:51,12/13/2023  8:46:42 PM,novaservice
12/13/2023  8:49:13 PM,,CC1-84,Chemistry only,,,,2.63,0.07,4.54,0.01,0.86,157.3,5.31,0.71,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.71,1:1,H8,23293018,23268020,23237041,23216003,2:03:22,12/13/2023  8:49:13 PM,novaservice
12/13/2023  8:51:34 PM,,CC1-85,Chemistry only,,,,2.91,0.07,4.45,0.04,0.64,156.0,5.25,0.68,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.5,1:1,H9,23293018,23268020,23237041,23216003,2:05:43,12/13/2023  8:51:34 PM,novaservice
12/13/2023  8:53:55 PM,,CC1-86,Chemistry only,,,,2.95,0.08,4.52,0.04,0.63,158.3,5.33,0.68,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.72,1:1,H10,23293018,23268020,23237041,23216003,2:08:03,12/13/2023  8:53:55 PM,novaservice
12/13/2023  8:56:17 PM,,CC1-87,Chemistry only,,,,2.89,0.09,4.48,0.04,0.62,155.9,5.27,0.67,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.7,1:1,H11,23293018,23268020,23237041,23216003,2:10:24,12/13/2023  8:56:17 PM,novaservice
12/13/2023  8:58:38 PM,,CC1-88,Chemistry only,,,,2.92,0.09,4.53,0.04,0.57,156.3,5.27,0.65,,1.0,, ,,37.0,0.0,20.9,,,,,,,,6.59,1:1,H12,23293018,23268020,23237041,23216003,2:12:45,12/13/2023  8:58:38 PM,novaservice
12/14/2023  2:51:05 PM,,EXP57-A7,Chemistry only,,,,1.83,0.45,4.33,0.38,1.57,178.4,6.74,1.42,,1.0,, D2,,37.0,0.0,20.9,,,,,,,,6.49,1:1,A1,23293018,23268020,23237041,23216003,8:51,12/14/2023  2:51:05 PM,novaservice
12/14/2023  2:53:23 PM,,EXP57-A8,Chemistry only,,,,1.82,0.47,4.28,0.38,1.6,164.5,6.36,1.28,,1.0,, D2,,37.0,0.0,20.9,,,,,,,,6.64,1:1,A2,23293018,23268020,23237041,23216003,10:17,12/14/2023  2:53:23 PM,novaservice
12/14/2023  2:55:24 PM,,EXP57-A9,Chemistry only,,,,1.87,0.51,4.41,0.38,1.64,168.9,6.54,1.35,,1.0,, D2,,37.0,0.0,20.9,,,,,,,,6.69,1:1,A3,23293018,23268020,23237041,23216003,12:17,12/14/2023  2:55:24 PM,novaservice
12/14/2023  2:57:27 PM,,EXP57-A10,Chemistry only,,,,1.76,0.43,4.14,0.41,1.59,160.1,6.21,1.4,,1.0,, D2,,37.0,0.0,20.9,,,,,,,,6.51,1:1,A4,23293018,23268020,23237041,23216003,14:19,12/14/2023  2:57:27 PM,novaservice
12/14/2023  2:59:40 PM,,EXP57-A11,Chemistry only,,,,1.71,0.43,3.97,0.37,1.58,152.9,5.95,1.39,,1.0,, D2,,37.0,0.0,20.9,,,,,,,,6.69,1:1,A5,23293018,23268020,23237041,23216003,16:31,12/14/2023  2:59:40 PM,novaservice
12/14/2023  3:01:42 PM,,EXP57-A12,Chemistry only,,,,1.76,0.52,4.25,0.43,1.64,165.5,6.38,1.35,,1.0,, D2,,37.0,0.0,20.9,,,,,,,,6.66,1:1,A6,23293018,23268020,23237041,23216003,18:14,12/14/2023  3:01:42 PM,novaservice
